row	degree	class	class_name	class_order	value	exact_nonzero	product	group_orde\
r	remainder	divides
1	1	1	1a	1	1	true	1	15120	0	true
1	1	2	6a	6	1	true	6	15120	0	true
1	1	3	3a	3	1	true	3	15120	0	true
1	1	4	2a	2	1	true	2	15120	0	true
1	1	5	3b	3	1	true	3	15120	0	true
1	1	6	6b	6	1	true	6	15120	0	true
1	1	7	4a	4	1	true	4	15120	0	true
1	1	8	12a	12	1	true	12	15120	0	true
1	1	9	12b	12	1	true	12	15120	0	true
1	1	10	3c	3	1	true	3	15120	0	true
1	1	11	6c	6	1	true	6	15120	0	true
1	1	12	3d	3	1	true	3	15120	0	true
1	1	13	6d	6	1	true	6	15120	0	true
1	1	14	8a	8	1	true	8	15120	0	true
1	1	15	24a	24	1	true	24	15120	0	true
1	1	16	24b	24	1	true	24	15120	0	true
1	1	17	8b	8	1	true	8	15120	0	true
1	1	18	24c	24	1	true	24	15120	0	true
1	1	19	24d	24	1	true	24	15120	0	true
1	1	20	5a	5	1	true	5	15120	0	true
1	1	21	30a	30	1	true	30	15120	0	true
1	1	22	15a	15	1	true	15	15120	0	true
1	1	23	10a	10	1	true	10	15120	0	true
1	1	24	15b	15	1	true	15	15120	0	true
1	1	25	30b	30	1	true	30	15120	0	true
1	1	26	12c	12	1	true	12	15120	0	true
1	1	27	12d	12	1	true	12	15120	0	true
1	1	28	12e	12	1	true	12	15120	0	true
1	1	29	7a	7	1	true	7	15120	0	true
1	1	30	42a	42	1	true	42	15120	0	true
1	1	31	21a	21	1	true	21	15120	0	true
1	1	32	14a	14	1	true	14	15120	0	true
1	1	33	21b	21	1	true	21	15120	0	true
1	1	34	42b	42	1	true	42	15120	0	true
1	1	35	7b	7	1	true	7	15120	0	true
1	1	36	42c	42	1	true	42	15120	0	true
1	1	37	21c	21	1	true	21	15120	0	true
1	1	38	14b	14	1	true	14	15120	0	true
1	1	39	21d	21	1	true	21	15120	0	true
1	1	40	42d	42	1	true	42	15120	0	true
2	6	1	1a	1	6	true	6	15120	0	true
2	6	2	6a	6	6	true	36	15120	0	true
2	6	3	3a	3	6	true	18	15120	0	true
2	6	4	2a	2	6	true	12	15120	0	true
2	6	5	3b	3	6	true	18	15120	0	true
2	6	6	6b	6	6	true	36	15120	0	true
2	6	7	4a	4	2	true	24	15120	0	true
2	6	8	12a	12	2	true	72	15120	0	true
2	6	9	12b	12	2	true	72	15120	0	true
2	6	10	3c	3	3	true	18	15120	0	true
2	6	11	6c	6	3	true	36	15120	0	true
2	6	12	3d	3	0	false	18	15120	0	true
2	6	13	6d	6	0	false	36	15120	0	true
2	6	14	8a	8	0	false	48	15120	0	true
2	6	15	24a	24	0	false	144	15120	0	true
2	6	16	24b	24	0	false	144	15120	0	true
2	6	17	8b	8	0	false	48	15120	0	true
2	6	18	24c	24	0	false	144	15120	0	true
2	6	19	24d	24	0	false	144	15120	0	true
2	6	20	5a	5	1	true	30	15120	0	true
2	6	21	30a	30	1	true	180	15120	0	true
2	6	22	15a	15	1	true	90	15120	0	true
2	6	23	10a	10	1	true	60	15120	0	true
2	6	24	15b	15	1	true	90	15120	0	true
2	6	25	30b	30	1	true	180	15120	0	true
2	6	26	12c	12	-1	true	72	15120	0	true
2	6	27	12d	12	-1	true	72	15120	0	true
2	6	28	12e	12	-1	true	72	15120	0	true
2	6	29	7a	7	-1	true	42	15120	0	true
2	6	30	42a	42	-1	true	252	15120	0	true
2	6	31	21a	21	-1	true	126	15120	0	true
2	6	32	14a	14	-1	true	84	15120	0	true
2	6	33	21b	21	-1	true	126	15120	0	true
2	6	34	42b	42	-1	true	252	15120	0	true
2	6	35	7b	7	-1	true	42	15120	0	true
2	6	36	42c	42	-1	true	252	15120	0	true
2	6	37	21c	21	-1	true	126	15120	0	true
2	6	38	14b	14	-1	true	84	15120	0	true
2	6	39	21d	21	-1	true	126	15120	0	true
2	6	40	42d	42	-1	true	252	15120	0	true
3	10	1	1a	1	10	true	10	15120	0	true
3	10	2	6a	6	10	true	60	15120	0	true
3	10	3	3a	3	10	true	30	15120	0	true
3	10	4	2a	2	10	true	20	15120	0	true
3	10	5	3b	3	10	true	30	15120	0	true
3	10	6	6b	6	10	true	60	15120	0	true
3	10	7	4a	4	-2	true	40	15120	0	true
3	10	8	12a	12	-2	true	120	15120	0	true
3	10	9	12b	12	-2	true	120	15120	0	true
3	10	10	3c	3	1	true	30	15120	0	true
3	10	11	6c	6	1	true	60	15120	0	true
3	10	12	3d	3	1	true	30	15120	0	true
3	10	13	6d	6	1	true	60	15120	0	true
3	10	14	8a	8	0	false	80	15120	0	true
3	10	15	24a	24	0	false	240	15120	0	true
3	10	16	24b	24	0	false	240	15120	0	true
3	10	17	8b	8	0	false	80	15120	0	true
3	10	18	24c	24	0	false	240	15120	0	true
3	10	19	24d	24	0	false	240	15120	0	true
3	10	20	5a	5	0	false	50	15120	20	false
3	10	21	30a	30	0	false	300	15120	120	false
3	10	22	15a	15	0	false	150	15120	120	false
3	10	23	10a	10	0	false	100	15120	20	false
3	10	24	15b	15	0	false	150	15120	120	false
3	10	25	30b	30	0	false	300	15120	120	false
3	10	26	12c	12	1	true	120	15120	0	true
3	10	27	12d	12	1	true	120	15120	0	true
3	10	28	12e	12	1	true	120	15120	0	true
3	10	29	7a	7	E(7)+E(7)^2+E(7)^4	true	70	15120	0	true
3	10	30	42a	42	E(7)+E(7)^2+E(7)^4	true	420	15120	0	true
3	10	31	21a	21	E(7)+E(7)^2+E(7)^4	true	210	15120	0	true
3	10	32	14a	14	E(7)+E(7)^2+E(7)^4	true	140	15120	0	true
3	10	33	21b	21	E(7)+E(7)^2+E(7)^4	true	210	15120	0	true
3	10	34	42b	42	E(7)+E(7)^2+E(7)^4	true	420	15120	0	true
3	10	35	7b	7	E(7)^3+E(7)^5+E(7)^6	true	70	15120	0	true
3	10	36	42c	42	E(7)^3+E(7)^5+E(7)^6	true	420	15120	0	true
3	10	37	21c	21	E(7)^3+E(7)^5+E(7)^6	true	210	15120	0	true
3	10	38	14b	14	E(7)^3+E(7)^5+E(7)^6	true	140	15120	0	true
3	10	39	21d	21	E(7)^3+E(7)^5+E(7)^6	true	210	15120	0	true
3	10	40	42d	42	E(7)^3+E(7)^5+E(7)^6	true	420	15120	0	true
4	10	1	1a	1	10	true	10	15120	0	true
4	10	2	6a	6	10	true	60	15120	0	true
4	10	3	3a	3	10	true	30	15120	0	true
4	10	4	2a	2	10	true	20	15120	0	true
4	10	5	3b	3	10	true	30	15120	0	true
4	10	6	6b	6	10	true	60	15120	0	true
4	10	7	4a	4	-2	true	40	15120	0	true
4	10	8	12a	12	-2	true	120	15120	0	true
4	10	9	12b	12	-2	true	120	15120	0	true
4	10	10	3c	3	1	true	30	15120	0	true
4	10	11	6c	6	1	true	60	15120	0	true
4	10	12	3d	3	1	true	30	15120	0	true
